tanggal,jam,deskripsi_transaksi,kategori,nominal,tipe_transaksi,metode_pembayaran,lokasi_merchant,status_transaksi,device_os,catatan_user
5/5/2024,5:30,Pendanaan Nabung Crypto,Investasi,,Pengeluaran,qris,Surabaya,Pending,iOS 16,
12/4/2023,0:39,bunga deposito,Pendapatan,1840000.0,Pemasukan,qris,JAKARTA,Berhasil,iOS 16,
5/15/2024,12:04,sewa lapangan voli,Kesehatan,495000.0,Pengeluaran,Mandiri,tangsel,Berhasil,Android 12,titip satpam
2/6/2024,6:05,PULSA INDOSAT,Tagihan,581000.0,Pengeluaran,OVO,Online,Berhasil,Windows Web,
2/24/2023,0:34,belanja di blibli,Belanja,1238000.0,Pengeluaran,Gopay,Online,Berhasil,iOS 17,
12/28/2023,7:27,Alokasi Investasi Cicil Emas,Investasi,,Pengeluaran,Mandiri,,Gagal,Android 12,
25/08/2023,0:09,byr bpjs,Tagihan,516000.0,Pengeluaran,ovo,Bandung,Gagal,Android 12,
3/22/2024,6:31,topup pubg,Hiburan,297000.0,Pengeluaran,qris,,Berhasil,iOS 16,
5/9/2024,13:05,HONOR ASISTEN,Pendapatan,3003000.0,Pemasukan,qris,,Berhasil,iOS 17,
11/3/2023,15:06,cashback tokopedia,,8191000.0,Pemasukan,QRIS,tangsel,Berhasil,Android 13,
11/25/2023,20:21,Patungan,Lain-lain,456000.0,Pengeluaran,qris,SBY,Berhasil,iOS 17,ukuran XL
7/14/2023,0:44,Langganan WeTV,Hiburan,166000.0,Pengeluaran,qris,jkt,Berhasil,iOS 16,
6/16/2023,0:23,Pendanaan Stockbit,Investasi,4273000.0,Pengeluaran,QRIS,,Berhasil,Android 12,
1/9/2024,9:10,beli telur gulung,,113000.0,Pengeluaran,Mandiri,,Berhasil,Android 13,jangan pedes
24/08/2023,23:09,nonton bioskop,Hiburan,134000.0,Pengeluaran,qris,Bandung,Berhasil,Windows Web,
30/04/2023,10:51,denda kos,Tempat Tinggal,,Pengeluaran,ovo,Online,Berhasil,iOS 17,
1/28/2024,10:41,Uang Kos,Tempat Tinggal,770000000.0,Pengeluaran,GOPAY,Jakarta,Berhasil,Android 13,ukuran XL
5/29/2023,13:40,Pengisian E-Money,Transportasi,117000.0,Pengeluaran,CASH,,Berhasil,iOS 17,
4/23/2024,22:29,Investasi Crypto Solana,Investasi,679000.0,Pengeluaran,qris,,Berhasil,Android 13,
8/2/2023,5:52,Beli Koin Indodax,Investasi,3216000.0,Pengeluaran,GOPAY,,Pending,Android 13,
2/21/2023,17:44,laundry kiloan,,,Pengeluaran,CASH,,Gagal,Android 13,
25/10/2023,15:40,checkout indomaret,Belanja,547000.0,Pengeluaran,Mandiri,Bdg,Berhasil,iOS 17,
4/28/2024,20:20,Investasi Crypto Cardano,Investasi,2531000.0,Pengeluaran,Mandiri,,Berhasil,Android 13,
6/9/2023,15:10,nyicil piring,Belanja,707000.0,Pengeluaran,BCA Virtual Account,,Berhasil,iOS 16,
10/31/2023,20:53,nyicil case hp,Belanja,,Pengeluaran,BCA Virtual Account,jkt,Berhasil,Android 13,warna hitam
6/19/2023,18:05,KARAOKE,Hiburan,,Pengeluaran,QRIS,Tangerang,Berhasil,iOS 17,
31/03/2024,10:51,Uang Kembalian,Pendapatan,,Pemasukan,Mandiri,SBY,Berhasil,Android 13,
29/04/2023,5:05,pulsa indosat,Tagihan,,Pengeluaran,CASH,Depok,Berhasil,iOS 16,
6/7/2023,2:04,photobox,Hiburan,,Pengeluaran,BCA Virtual Account,,Berhasil,iOS 16,
5/18/2023,6:00,pluang,,3194000.0,Pengeluaran,ovo,Bdg,Berhasil,Android 13,
3/24/2023,9:55,DENDA KOS,Tempat Tinggal,1197000.0,Pengeluaran,Mandiri,Surabaya,Berhasil,Android 12,
10/2/2024,21:36,bunga deposito,Pendapatan,1316000.0,Pemasukan,GOPAY,tangsel,Gagal,Android 13,
6/13/2023,17:33,main bowling,Hiburan,421000.0,Pengeluaran,QRIS,,Berhasil,Android 12,titip satpam
4/20/2023,22:36,Nyicil Mie Instan,Belanja,810000000.0,Pengeluaran,Cash,,Berhasil,Android 13,
12/20/2023,18:30,Pengeluaran Tiket Busway,Transportasi,34000.0,Pengeluaran,CASH,,Berhasil,iOS 16,
10/5/2023,15:57,nongkrong di sushi tei,Konsumsi,119000000.0,Pengeluaran,QRIS,,Berhasil,Android 13,
3/8/2024,23:51,nabung crypto,,1767000.0,Pengeluaran,Mandiri,,Berhasil,Android 13,
7/25/2023,10:49,bli kabel charger,Belanja,804000.0,Pengeluaran,GOPAY,JAKARTA,Berhasil,iOS 17,
10/14/2023,15:11,Beli Saham Bbca,Investasi,4784000.0,Pengeluaran,CASH,Bdg,Berhasil,Windows Web,
3/18/2023,19:08,THR,Pendapatan,9215000.0,Pemasukan,CASH,Tangerang,Berhasil,iOS 17,jangan pedes
8/4/2023,2:41,iuran keamanan,Tagihan,722000.0,Pengeluaran,ovo,,Berhasil,iOS 17,
11/17/2023,9:32,alkohol,Kesehatan,93000.0,Pengeluaran,qris,Online,Berhasil,iOS 16,
4/9/2023,12:41,vitamin c,,170000.0,Pengeluaran,QRIS,,Berhasil,Android 12,
13/04/2024,15:26,bonus project,Pendapatan,3217000.0,Pemasukan,Mandiri,Depok,Gagal,iOS 17,
4/20/2024,18:32,bli flashdisk,,366000.0,Pengeluaran,ovo,Tangerang,Berhasil,Android 12,
4/5/2024,21:18,dokter gigi,Kesehatan,,Pengeluaran,CASH,Depok,Berhasil,iOS 17,
5/4/2023,15:26,Donasi Kitabisa,,358000.0,Pengeluaran,OVO,Surabaya,Berhasil,Android 13,
26/02/2023,1:28,PERBAIKAN KAMAR MANDI,Tempat Tinggal,2078000.0,Pengeluaran,BCA Virtual Account,Bdg,Pending,iOS 17,
4/23/2024,0:15,admin bni,Lain-lain,488000.0,Pengeluaran,Gopay,,Berhasil,Android 13,jangan pedes
3/14/2024,12:00,Investasi Di Ethereum,Investasi,4720000.0,Pengeluaran,OVO,Bandung,Berhasil,Android 12,
8/2/2023,22:23,bli emas antam,,3028000.0,Pengeluaran,ovo,Tangerang,Berhasil,iOS 16,jangan pedes
3/7/2023,2:20,honor asisten,Pendapatan,,Pemasukan,BCA Virtual Account,,Berhasil,iOS 17,
10/20/2023,15:43,IURAN KEMATIAN,Lain-lain,133000.0,Pengeluaran,Mandiri,Surabaya,Berhasil,iOS 17,
22/08/2023,5:11,main biliar,Hiburan,370000.0,Pengeluaran,GOPAY,Depok,Berhasil,iOS 17,
24/07/2023,0:10,Ongkir JNE,Lain-lain,318000.0,Pengeluaran,OVO,Depok,Berhasil,iOS 17,warna hitam
9/7/2023,9:49,ShopeeFood Seafood Ayu,Konsumsi,139000.0,Pengeluaran,Gopay,Surabaya,Berhasil,iOS 16,
3/6/2024,17:30,BELI SEPATU FUTSAL,,186000.0,Pengeluaran,GOPAY,Bdg,Berhasil,iOS 17,segera proses ya
25/11/2023,18:00,main bowling,Hiburan,383000.0,Pengeluaran,Mandiri,jkt,Berhasil,Android 13,
5/11/2024,5:53,JILID SKRIPSI,Lain-lain,,Pengeluaran,Cash,,Berhasil,Windows Web,
11/10/2023,2:49,Karaoke,Hiburan,,Pengeluaran,GOPAY,Surabaya,Berhasil,iOS 17,
12/18/2023,11:42,MAKAN ROTIO,,,Pengeluaran,Cash,jkt,Berhasil,Windows Web,
4/21/2024,9:22,Investasi Saham Bmri,Investasi,,Pengeluaran,QRIS,,Berhasil,iOS 17,
29/02/2024,6:42,bpjs kesehatan,Kesehatan,291000.0,Pengeluaran,BCA Virtual Account,Online,Berhasil,Android 13,
3/5/2023,17:59,freelance web,,5626000.0,Pemasukan,Mandiri,,Berhasil,iOS 17,
11/13/2023,0:49,Langganan ChatGPT,Hiburan,,Pengeluaran,ovo,Bdg,Berhasil,Android 13,
27/02/2023,3:19,CARDANO,,4332000.0,Pengeluaran,Cash,,Berhasil,Windows Web,
8/16/2023,2:50,Ongkos Ganti Oli,Transportasi,25000.0,Pengeluaran,QRIS,,Berhasil,iOS 17,
14/04/2024,9:23,UANG LEMBUR,Pendapatan,,Pemasukan,BCA Virtual Account,Surabaya,Berhasil,Android 13,
10/8/2023,16:20,nyicil gelas,Belanja,643000.0,Pengeluaran,OVO,JAKARTA,Berhasil,iOS 16,
8/7/2023,21:12,Pendanaan Ajaib,Investasi,1209000.0,Pengeluaran,Mandiri,tangsel,Berhasil,iOS 17,
8/13/2023,6:18,biaya transfer beda bank,Lain-lain,291000.0,Pengeluaran,BCA Virtual Account,,Pending,Android 13,
4/14/2023,11:43,sewa lapangan voli,,,Pengeluaran,CASH,Online,Berhasil,Android 12,
1/6/2024,23:22,betadine,Kesehatan,395000.0,Pengeluaran,Gopay,tangsel,Berhasil,iOS 16,
3/5/2024,9:54,Uang Kembalian,Pendapatan,1691000.0,Pemasukan,qris,jkt,Pending,Android 13,
1/11/2024,7:34,PRE-WORKOUT,Kesehatan,366000.0,Pengeluaran,QRIS,,Berhasil,Android 13,
17/06/2023,19:11,Pendanaan Usdt,Investasi,117000.0,Pengeluaran,qris,,Berhasil,Windows Web,
24/07/2023,9:52,HONOR JAGA STAND,Pendapatan,,Pemasukan,GOPAY,,Gagal,Android 13,
10/11/2023,20:16,Beli Koin Bibit,Investasi,551000.0,Pengeluaran,QRIS,JAKARTA,Berhasil,Android 12,
10/13/2023,19:21,FOTOCOPY,Lain-lain,219000.0,Pengeluaran,OVO,Surabaya,Berhasil,Windows Web,
2/2/2024,15:42,SUMBANGAN PENGAMEN,Lain-lain,189000.0,Pengeluaran,CASH,Online,Berhasil,Android 13,
6/6/2023,17:06,Investasi Di Nabung Emas,Investasi,,Pengeluaran,BCA Virtual Account,,Berhasil,Android 12,
3/6/2024,12:34,Investasi Di Ethereum,Investasi,2882000.0,Pengeluaran,qris,,Berhasil,iOS 16,kembalian ambil aja
4/3/2024,20:43,Ongkos Tiket Busway,Transportasi,,Pengeluaran,QRIS,JAKARTA,Berhasil,iOS 16,
3/27/2024,10:08,karaoke,Hiburan,386000.0,Pengeluaran,Cash,Bandung,Berhasil,iOS 16,
6/6/2023,19:16,Jual Barang Bekas,,1287000.0,Pemasukan,ovo,,Berhasil,Android 13,
23/12/2023,13:16,Untung Trading,Pendapatan,459000.0,Pemasukan,Cash,jkt,Berhasil,Android 12,
24/06/2023,6:41,NONGKRONG DI TEGUK,Konsumsi,215000.0,Pengeluaran,CASH,,Berhasil,Android 13,
6/12/2023,11:30,uang beasiswa,Pendapatan,1405000.0,Pemasukan,CASH,Online,Berhasil,iOS 16,kembalian ambil aja
4/22/2024,22:38,THR,Pendapatan,-5720000000.0,Pemasukan,Gopay,,Berhasil,Android 13,
2/15/2023,22:50,Investasi Di Bli Emas Pegadaian,Investasi,2004000.0,Pengeluaran,Cash,,Berhasil,Android 12,
5/7/2024,19:26,uang menang lomba,Pendapatan,3109000.0,Pemasukan,Mandiri,,Berhasil,iOS 16,
5/2/2024,19:46,DENDA TELAT BAYAR,Lain-lain,269000.0,Pengeluaran,Cash,Surabaya,Berhasil,Android 13,
6/1/2023,9:52,langganan icloud,Tagihan,341000.0,Pengeluaran,BCA Virtual Account,Tangerang,Berhasil,Windows Web,
3/12/2024,4:07,Topup Gopay,Lain-lain,26000.0,Pengeluaran,Cash,Tangerang,Berhasil,iOS 16,
2/6/2023,6:34,Main Bowling,,,Pengeluaran,Mandiri,Bdg,Berhasil,Android 13,
24/01/2023,20:58,solaria,,107000.0,Pengeluaran,Gopay,Bandung,Berhasil,Windows Web,jangan pedes
12/4/2024,4:48,Alokasi Investasi Modalku,Investasi,,Pengeluaran,Cash,jkt,Berhasil,Android 12,
2/9/2023,22:13,paket data indosat,Tagihan,170000.0,Pengeluaran,BCA Virtual Account,JAKARTA,Pending,Android 13,
12/12/2023,19:10,Untung Trading,Pendapatan,2183000.0,Pemasukan,ovo,Bdg,Berhasil,iOS 17,
1/28/2024,12:06,sate padang,Konsumsi,219000.0,Pengeluaran,BCA Virtual Account,Depok,Berhasil,Android 13,
3/15/2023,2:01,pulsa indosat,Tagihan,164000.0,Pengeluaran,OVO,Bdg,Berhasil,Android 13,
2/7/2024,19:19,pre-workout,Kesehatan,,Pengeluaran,CASH,Depok,Berhasil,Android 13,
5/26/2023,0:54,Patungan Listrik Kos,,,Pengeluaran,OVO,jkt,Berhasil,Android 12,
4/4/2024,8:20,Pengisian E-Money,Transportasi,-45000.0,Pengeluaran,qris,jkt,Berhasil,Android 12,
25/05/2023,17:13,nonton bioskop,Hiburan,376000.0,Pengeluaran,ovo,Online,Pending,iOS 16,
1/6/2024,2:18,langganan chatgpt,Hiburan,,Pengeluaran,ovo,jkt,Berhasil,Android 12,kembalian ambil aja
7/30/2023,18:10,perbaikan kamar mandi,Tempat Tinggal,942000.0,Pengeluaran,GOPAY,Tangerang,Berhasil,iOS 16,
5/27/2023,19:20,Pendanaan Pluang,Investasi,,Pengeluaran,Mandiri,JAKARTA,Gagal,iOS 16,
1/21/2023,17:08,cashback gopay,Pendapatan,7121000.0,Pemasukan,QRIS,,Berhasil,Android 12,
3/31/2023,2:40,konser musik,Hiburan,116000.0,Pengeluaran,CASH,tangsel,Berhasil,iOS 17,
5/2/2023,17:22,konser musik,Hiburan,,Pengeluaran,ovo,Jakarta,Berhasil,iOS 16,
9/25/2023,18:23,nonton bioskop,Hiburan,133000.0,Pengeluaran,QRIS,JAKARTA,Gagal,Android 12,
20/02/2024,17:15,CASHBACK TOKOPEDIA,Pendapatan,1042000.0,Pemasukan,Mandiri,,Berhasil,Android 12,
11/17/2023,5:04,Iuran Sampah,,571000.0,Pengeluaran,Mandiri,Depok,Pending,Android 13,
6/17/2023,10:49,Nongkrong di Soto Lamongan,Konsumsi,219000.0,Pengeluaran,GOPAY,tangsel,Pending,iOS 16,
9/7/2023,21:35,Beli Boba,Konsumsi,44000.0,Pengeluaran,Mandiri,,Berhasil,Android 12,
11/17/2023,2:10,Bayar BPJS,Tagihan,673000.0,Pengeluaran,BCA Virtual Account,SBY,Berhasil,iOS 17,
12/13/2023,17:17,Patungan Beli Kado,Lain-lain,191000.0,Pengeluaran,qris,,Pending,Android 13,
5/11/2023,20:36,Topup E-Toll Untuk Tol Jakarta,Transportasi,229000000.0,Pengeluaran,ovo,Tangerang,Berhasil,iOS 16,
1/9/2024,18:20,pre-workout,Kesehatan,316000.0,Pengeluaran,Gopay,Surabaya,Berhasil,Android 12,
3/24/2023,23:20,makan hokben,Konsumsi,,Pengeluaran,Mandiri,Bdg,Berhasil,iOS 17,
1/17/2023,15:04,cek kolesterol,,134000.0,Pengeluaran,Gopay,Tangerang,Berhasil,Android 13,
8/6/2023,12:11,Langganan WeTV,Hiburan,58000.0,Pengeluaran,Gopay,Surabaya,Berhasil,Windows Web,
2/27/2023,12:47,belanja di alfamart,Belanja,825000.0,Pengeluaran,CASH,,Berhasil,Android 12,kembalian ambil aja
9/29/2023,15:26,Honor Jaga Stand,Pendapatan,6160000.0,Pemasukan,Mandiri,,Berhasil,Android 12,
3/8/2023,22:24,jual barang bekas,,527000.0,Pemasukan,OVO,Jakarta,Berhasil,Windows Web,
1/1/2023,11:41,jajan kerak telor,Konsumsi,147000.0,Pengeluaran,OVO,,Berhasil,iOS 16,
1/4/2024,11:54,Alokasi Investasi Bli Sukuk,Investasi,3893000.0,Pengeluaran,Cash,Bandung,Berhasil,Windows Web,
1/22/2024,23:06,GOOGLE ONE,Tagihan,-622000.0,Pengeluaran,QRIS,Depok,Berhasil,Android 13,
3/27/2023,16:46,cashback gopay,Pendapatan,9467000.0,Pemasukan,ovo,Tangerang,Berhasil,Android 12,
4/5/2023,13:16,sumbangan 17an,Lain-lain,91000.0,Pengeluaran,Mandiri,Depok,Berhasil,Android 13,
4/9/2023,3:53,VOUCHER GAME,Hiburan,,Pengeluaran,Gopay,,Berhasil,iOS 17,
5/16/2023,11:57,biaya rumah sakit,,427000.0,Pengeluaran,QRIS,Bdg,Gagal,iOS 17,
19/12/2023,12:48,Zink,,,Pengeluaran,Mandiri,,Berhasil,Android 12,
2/12/2023,23:31,Investasi Saham Bbca,Investasi,662000.0,Pengeluaran,ovo,,Berhasil,Windows Web,
12/30/2023,2:52,Pengeluaran Ojol Ke Perpus,Transportasi,117000.0,Pengeluaran,CASH,Surabaya,Pending,Windows Web,
11/12/2023,3:46,topup shopeepay,Lain-lain,,Pengeluaran,BCA Virtual Account,tangsel,Berhasil,iOS 16,
4/1/2023,3:58,tarik tunai,Lain-lain,196000.0,Pengeluaran,qris,Jakarta,Berhasil,iOS 16,
5/13/2024,7:30,uang kembalian,Pendapatan,3964000.0,Pemasukan,qris,Tangerang,Gagal,iOS 16,
9/10/2023,3:30,patungan beli kado,Lain-lain,153000.0,Pengeluaran,ovo,Depok,Berhasil,iOS 16,
8/15/2023,5:46,topup dana,,398000.0,Pengeluaran,Gopay,Bandung,Berhasil,Android 12,
3/11/2023,11:40,Order Grab Dari Kos,Transportasi,47000.0,Pengeluaran,OVO,tangsel,Berhasil,Windows Web,
1/5/2024,10:27,gaji part time,,2017000.0,Pemasukan,ovo,Depok,Gagal,Windows Web,
1/2/2024,22:22,dumbbell,Kesehatan,131000.0,Pengeluaran,qris,,Gagal,Android 13,
1/8/2023,16:00,bli jas hujan,Belanja,1187000.0,Pengeluaran,ovo,Surabaya,Gagal,Android 13,
9/17/2023,11:36,Bayar BPJS,Tagihan,213000.0,Pengeluaran,Cash,SBY,Gagal,Windows Web,
2/17/2024,11:27,Alokasi Investasi Ajaib,Investasi,274000.0,Pengeluaran,Gopay,,Berhasil,iOS 17,
12/22/2023,9:27,Gofood Warkop,Konsumsi,250000.0,Pengeluaran,Gopay,Bandung,Pending,Android 13,
8/3/2023,18:02,AYAM GEPREK,Konsumsi,,Pengeluaran,GOPAY,jkt,Berhasil,Android 12,
4/11/2024,10:40,karaoke,Hiburan,,Pengeluaran,BCA Virtual Account,tangsel,Berhasil,Android 13,
9/12/2023,17:42,Gaji Bulanan,Pendapatan,-7322000.0,Pemasukan,OVO,Bandung,Berhasil,iOS 17,ukuran XL
2/22/2023,14:47,cashback,Pendapatan,3003000.0,Pemasukan,OVO,,Berhasil,iOS 17,
12/30/2023,19:15,Topup Portofolio Ajaib,Investasi,4758000.0,Pengeluaran,qris,Surabaya,Berhasil,Android 13,jangan pedes
4/23/2024,21:47,iuran keamanan,Tagihan,343000.0,Pengeluaran,BCA Virtual Account,,Berhasil,iOS 17,
7/13/2023,21:28,refund hotel,Pendapatan,9816000.0,Pemasukan,CASH,Depok,Gagal,Windows Web,jangan pedes
13/07/2023,22:21,uang kembalian,Pendapatan,4714000.0,Pemasukan,CASH,Online,Berhasil,iOS 17,
5/6/2023,17:55,Biaya Tambal Ban,Transportasi,172000.0,Pengeluaran,GOPAY,SBY,Berhasil,iOS 17,ukuran XL
9/3/2024,22:45,BELANJA DI TOKOPEDIA,Belanja,63000.0,Pengeluaran,CASH,,Berhasil,iOS 17,
1/19/2024,21:25,Ongkos Ojol Ke Rumah Temen,Transportasi,,Pengeluaran,ovo,Bdg,Berhasil,Android 12,
10/18/2023,14:59,sumbangan pengamen,,420000.0,Pengeluaran,BCA Virtual Account,jkt,Berhasil,iOS 17,
12/15/2023,7:31,iuran rt,Tagihan,340000.0,Pengeluaran,CASH,jkt,Berhasil,Android 12,
4/15/2023,17:15,Nabung Saham Tlkm,Investasi,2009000.0,Pengeluaran,ovo,,Gagal,Windows Web,
11/16/2023,23:45,Beli Raket,Kesehatan,194000.0,Pengeluaran,Mandiri,Tangerang,Berhasil,Android 13,
10/31/2023,18:11,Biaya Tiket Mrt,Transportasi,112000.0,Pengeluaran,CASH,,Berhasil,Windows Web,
9/23/2023,5:18,PEMPEK,Konsumsi,221000.0,Pengeluaran,Gopay,,Berhasil,Android 12,
5/5/2023,5:01,kasih tukang parkir,Lain-lain,324000.0,Pengeluaran,OVO,,Gagal,Android 12,
12/23/2023,3:05,Main Biliar,,-291000.0,Pengeluaran,ovo,,Gagal,Android 13,
8/8/2023,0:07,koinworks,,1777000.0,Pengeluaran,OVO,Bdg,Berhasil,Windows Web,
2/13/2023,2:12,Topup E-Toll Untuk Tol Cipularang,Transportasi,139000.0,Pengeluaran,ovo,Bandung,Berhasil,Android 12,
25/01/2024,11:49,tagihan pdam,,505000.0,Pengeluaran,Mandiri,,Berhasil,Windows Web,
20/01/2024,14:13,Nabung Saham Bli Reksadana,Investasi,1918000.0,Pengeluaran,ovo,Jakarta,Berhasil,iOS 17,
3/16/2024,13:26,sumbangan 17an,Lain-lain,-169000.0,Pengeluaran,ovo,Bandung,Berhasil,iOS 16,
3/29/2023,13:31,BELI KOPI SACHET,,562000.0,Pengeluaran,CASH,Jakarta,Gagal,Windows Web,
6/9/2023,22:03,makan soto lamongan,Konsumsi,125000.0,Pengeluaran,GOPAY,Depok,Berhasil,Android 12,ukuran XL
4/5/2023,18:26,Pesan Maxim Ke Perpus,Transportasi,167000.0,Pengeluaran,qris,,Gagal,Windows Web,
22/10/2023,14:46,KARAOKE,Hiburan,235000.0,Pengeluaran,BCA Virtual Account,SBY,Berhasil,iOS 16,
11/12/2023,3:58,Investasi Saham Bmri,Investasi,4256000.0,Pengeluaran,Cash,,Berhasil,Android 13,
7/4/2023,19:49,transferan ortu,Pendapatan,6341000.0,Pemasukan,QRIS,jkt,Berhasil,Android 13,
4/14/2023,16:50,shopeefood kantin kampus,Konsumsi,219000.0,Pengeluaran,BCA Virtual Account,Tangerang,Berhasil,Android 13,
10/31/2023,4:36,nongkrong di starbucks,Konsumsi,,Pengeluaran,qris,Depok,Gagal,Windows Web,
28/01/2024,8:05,Makan Hokben,Konsumsi,187000.0,Pengeluaran,qris,Depok,Gagal,Android 12,
1/28/2024,20:07,Investasi Di Nabung Crypto,Investasi,4004000.0,Pengeluaran,Cash,Bandung,Berhasil,Windows Web,
2/4/2024,18:17,Karaoke,Hiburan,,Pengeluaran,Gopay,JAKARTA,Berhasil,iOS 16,
6/3/2023,3:43,Nabung Saham Asii,Investasi,919000.0,Pengeluaran,QRIS,,Berhasil,Android 13,
17/08/2023,19:46,Rawat Inap,Kesehatan,13000.0,Pengeluaran,QRIS,tangsel,Berhasil,iOS 16,
9/27/2023,20:51,Alokasi Investasi Ethereum,Investasi,1011000.0,Pengeluaran,ovo,Online,Berhasil,iOS 16,
3/26/2023,1:17,Investasi Di Emas Antam,Investasi,,Pengeluaran,GOPAY,tangsel,Berhasil,Android 13,
3/12/2023,7:34,nyicil kopi sachet,Belanja,,Pengeluaran,CASH,SBY,Berhasil,Windows Web,
15/10/2023,1:15,jual barang bekas,Pendapatan,170000.0,Pemasukan,Mandiri,Bdg,Gagal,Android 13,
1/5/2024,12:59,cashback,,,Pemasukan,Mandiri,,Berhasil,iOS 17,
3/12/2023,12:21,patungan sewa mobil,,402000.0,Pengeluaran,Gopay,Depok,Berhasil,iOS 17,
3/8/2023,9:18,Konser Musik,Hiburan,452000.0,Pengeluaran,Mandiri,,Berhasil,Windows Web,
10/26/2023,15:20,cuci cetak foto,Lain-lain,341000.0,Pengeluaran,ovo,,Berhasil,iOS 16,
11/18/2023,2:47,honor jaga stand,Pendapatan,3612000.0,Pemasukan,Mandiri,Tangerang,Berhasil,Android 12,ukuran XL
6/26/2023,0:06,panadol,Kesehatan,248000.0,Pengeluaran,OVO,,Berhasil,Windows Web,
12/22/2023,0:13,jajan kerak telor,,,Pengeluaran,CASH,Depok,Berhasil,Android 12,
1/17/2024,11:25,ongkir grabexpress,,356000.0,Pengeluaran,OVO,,Berhasil,Android 12,
10/25/2023,0:28,Biaya Rumah Sakit,Kesehatan,111000.0,Pengeluaran,Mandiri,SBY,Berhasil,iOS 16,
7/14/2023,17:39,sedekah masjid,Lain-lain,42000.0,Pengeluaran,GOPAY,Bandung,Berhasil,Android 13,
2/4/2024,9:57,deposit kos,Tempat Tinggal,1046000.0,Pengeluaran,QRIS,Bandung,Berhasil,iOS 16,
6/22/2023,7:15,Langganan ChatGPT,Hiburan,156000.0,Pengeluaran,OVO,,Berhasil,Windows Web,
7/6/2023,6:03,main bowling,,335000.0,Pengeluaran,BCA Virtual Account,Bandung,Gagal,Android 13,titip satpam
8/26/2023,23:57,JOKI TUGAS,Pendapatan,6666000.0,Pemasukan,BCA Virtual Account,Surabaya,Berhasil,Windows Web,
11/21/2023,0:18,Cairin Adsense,Pendapatan,257000.0,Pemasukan,CASH,Bdg,Berhasil,iOS 17,
4/9/2024,2:22,Langganan iCloud,Tagihan,455000.0,Pengeluaran,OVO,,Berhasil,iOS 16,
2/10/2023,15:46,CHECKOUT INDOMARET,Belanja,493000.0,Pengeluaran,ovo,SBY,Berhasil,Android 12,
7/29/2023,1:57,langganan chatgpt,Hiburan,305000.0,Pengeluaran,OVO,Jakarta,Berhasil,iOS 16,
11/9/2023,6:48,bli earphone,Belanja,610000.0,Pengeluaran,ovo,,Berhasil,Android 12,
3/24/2023,9:20,Gofood Kantin Kantor,,188000.0,Pengeluaran,GOPAY,tangsel,Berhasil,Android 12,
11/12/2023,7:07,Saham TLKM,,,Pengeluaran,Mandiri,,Berhasil,Windows Web,
10/5/2023,9:40,NONGKRONG DI CHATIME,Konsumsi,188000.0,Pengeluaran,GOPAY,Jakarta,Berhasil,Windows Web,
5/10/2024,17:40,Nonton Bioskop,Hiburan,492000.0,Pengeluaran,GOPAY,SBY,Berhasil,Windows Web,
18/02/2024,11:25,main bowling,Hiburan,330000.0,Pengeluaran,OVO,Bdg,Berhasil,iOS 17,
3/8/2023,7:13,Biaya Tiket Mrt,Transportasi,160000.0,Pengeluaran,Gopay,,Berhasil,Android 13,
27/02/2024,15:06,THR,Pendapatan,1998000.0,Pemasukan,Gopay,Bdg,Berhasil,iOS 17,
11/20/2023,20:55,Habbatussauda,Kesehatan,15000.0,Pengeluaran,Mandiri,,Berhasil,Windows Web,jangan pedes
11/7/2023,7:13,Topup PSN,,456000.0,Pengeluaran,Gopay,jkt,Berhasil,iOS 16,
2/20/2024,13:48,Konsul Halodoc,,138000.0,Pengeluaran,Mandiri,Bdg,Berhasil,Android 13,
5/13/2024,8:55,uang duka,Lain-lain,170000.0,Pengeluaran,Cash,,Berhasil,Android 12,
11/30/2023,8:35,main bowling,,,Pengeluaran,qris,,Berhasil,iOS 17,
2/22/2024,13:44,sewa lapangan tenis,Kesehatan,229000.0,Pengeluaran,BCA Virtual Account,Tangerang,Pending,Android 12,
2/23/2023,19:58,GOOGLE ONE,Tagihan,40000.0,Pengeluaran,Mandiri,Bandung,Berhasil,iOS 17,
8/6/2023,7:16,Investasi Di Ajaib,Investasi,,Pengeluaran,Gopay,,Gagal,iOS 16,
3/1/2023,18:08,Alokasi Investasi Tanamduit,Investasi,,Pengeluaran,ovo,Depok,Gagal,iOS 17,
1/4/2023,4:41,Tanamduit,,3319000.0,Pengeluaran,Mandiri,Bdg,Berhasil,iOS 17,warna hitam
3/5/2024,11:30,Nyicil Powerbank,Belanja,962000.0,Pengeluaran,Mandiri,,Berhasil,iOS 16,
7/18/2023,14:46,paket data telkomsel,Tagihan,847000.0,Pengeluaran,GOPAY,,Berhasil,iOS 16,
9/1/2024,16:44,Tiket KRL,,221000.0,Pengeluaran,ovo,,Pending,Windows Web,
10/31/2023,9:08,dokter gigi,Kesehatan,,Pengeluaran,ovo,Online,Berhasil,Android 13,
3/25/2023,18:56,Biaya Bengkel: Ganti Oli,Transportasi,118000.0,Pengeluaran,ovo,JAKARTA,Berhasil,iOS 17,warna hitam
4/16/2024,6:29,VOUCHER GAME,Hiburan,264000.0,Pengeluaran,QRIS,,Berhasil,Android 13,
2/14/2024,20:49,uang kos,Tempat Tinggal,2031000.0,Pengeluaran,ovo,tangsel,Berhasil,Android 12,segera proses ya
