tanggal,jam,deskripsi_transaksi,kategori,nominal,tipe_transaksi,metode_pembayaran,lokasi_merchant,status_transaksi,device_os,catatan_user,Nama Toko,Lokasi Toko,Terjual,Jumlah Ulasan,Rating,Diskon (%),Produk URL,id,review,rating,createdAt,lastComment,qtyItem,orderedAt,tagsData,replayComment,timeReplayComment
,,Order Sweater Hoodie Terbaru 2023,Transportasi,119990.0,,,,,,,DUSTRY,Bandung,30+ terjual,30 ulasan,4.5,43.0,https://www.tokopedia.com/dustry/sweater-hoodie-terbaru-2023-victory,,,,,,,,,,
10/20/2023,2:17,Beli Koin Tokocrypto Tko Dan Emas Antam 1 Gram,Investasi,1589000.0,Pengeluaran,Gopay,tangsel,Berhasil,Windows Web,segera proses ya,,,,,,,,,,,,,,,,,
,,Order cd musik BEST ACOUSTIC,Belanja,136000.0,,,,,,,Tokopedia,Kota Administrasi Jakarta Utara,20 terjual,9 ulasan,4.9,1.0,https://www.tokopedia.com/p/film-musik/musik/cd-musik/cd-musik-best-acoustic-hits-limited-collector-s-edition,,,,,,,,,,
4/10/2023,2:54,Pewangi Downy Mystique Buat Kado Temen,Belanja,1252000.0,Pengeluaran,OVO,,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
,,deerma dx700 vacuum,Belanja,479000.0,,,,,,,OMG IT Laptop,Tangerang,2 terjual,2 ulasan,5.0,0.0,https://www.tokopedia.com/omgitlaptop/deerma-dx700-vacuum-cleaner-penghisap-debu,,,,,,,,,,
,,checkout tas wanita kl,Belanja,19000.0,,,,,,,Toko Tas Murah Wanita,Jakarta Timur,0 terjual,0 ulasan,0.0,0.0,https://www.tokopedia.com/tokotasmurahwanita/tas-wanita-kl-319-taswanita-tas-cantik-tas-murah-backpack,,,,,,,,,,
,,beli ceramon moisturizer travel size,Belanja,34800.0,,,,,,,three dots,Bekasi,3rb+ terjual,200+ ulasan,4.8,4.0,https://www.tokopedia.com/threedots/ceramon-moisturizer-travel-size-10-ml,,,,,,,,,,
1/17/2021,17:13,Grabcar Economy Kehujanan Basah Kuyup,Transportasi,12261.0,Pengeluaran,Dana,Majalaya Core,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
7/19/2023,11:00,Topup Parkir Motor Liar Biar Gak Telat Kelas,Transportasi,166000.0,Pengeluaran,BCA Virtual Account,Tangerang,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
5/8/2024,22:24,Biaya Denda Tilang Polisi Lalu Lintas Dan Print Skripsi Berwarna Jilid,Lain-lain,65000.0,Pengeluaran,QRIS,,Gagal,Windows Web,,,,,,,,,,,,,,,,,,
4/2/2023,14:06,"Biar Fit Terus, Vaksin Masker Medis Sensi 1 Box",Kesehatan,54261.0,Pengeluaran,Transfer Bank,Tangerang,Berhasil,iOS 16,buat laporan,,,,,,,,,,,,,,,,,
1/26/2024,15:07,Booking Mabar Warnet Vip Dan Netflix Premium 4K,Hiburan,408000000.0,Pengeluaran,Cash,Tangerang,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
6/12/2021,17:46,"Transferan Masuk Bri, Bonus Uang Bulanan Ortu",Pendapatan,387825.0,Pemasukan,LinkAja,Bandung,Berhasil,Android 14,,,,,,,,,,,,,,,,,,
1/8/2021,13:15,Bayar Minyak Kayu Putih Cap Lang Dan Enervon C Multivitamin,Kesehatan,129751.0,Pengeluaran,OVO,Surabaya,Berhasil,iOS 17,pake promo,,,,,,,,,,,,,,,,,
,,Checkout PRIMA CLASSE AS-12,Belanja,99000.0,,,,,,,Prima Classe,Jakarta Selatan,8 terjual,8 ulasan,5.0,0.0,https://www.tokopedia.com/search?st=product&q=PRIMA+CLASSE+AS-12+-+Flatshoes+Loafers+Wanita+Kerja+Casual,,,,,,,,,,
,,Kabel Data Sam,Belanja,15000.0,,,,,,,Original Charger Store,Jakarta Utara,50+ terjual,15 ulasan,4.9,0.0,https://www.tokopedia.com/original-charger-store/kabel-data-samsung-type-c-to-c,,,,,,,,,,
10/6/2023,11:42,"Kalah Taruhan Bola, Topup Vidio Premier Liga Inggris",Hiburan,373000.0,Pengeluaran,BCA Virtual Account,Bdg,Gagal,Windows Web,,,,,,,,,,,,,,,,,,
,,BAJU KOKI LENGAN PENDEK,Belanja,110000.0,,,,,,,CELEMEKUKIS,Kab. Bandung,250+ terjual,0 ulasan,4.9,0.0,https://www.tokopedia.com/celemekukis/baju-koki-lengan-pendek-chef-jacket-kemeja-seragam-unisex-pria-wanita,,,,,,,,,,
8/24/2023,6:11,Hunting Kacamata Hitam Vintage Pas Dapet Harga Miring,Belanja,743000.0,Pengeluaran,Gopay,Bdg,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
5/29/2023,2:22,Tebus Obat Minyak Kayu Putih Cap Lang Pas Buat Jaga-Jaga Di Tas,Kesehatan,370000.0,Pengeluaran,ovo,Bandung,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
8/6/2021,07:04,Benerin Cairan Karbol Wipol Dan Sampah Rt Bulanan,Tempat Tinggal,168744.0,Pengeluaran,Transfer Bank,Bandung,Berhasil,Android 12,buat laporan,,,,,,,,,,,,,,,,,
3/14/2024,23:09,Biaya Token Kosan Patungan,Tempat Tinggal,1400000.0,Pengeluaran,Cash,,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
1/9/2023,11:37,Beli Sate Padang Pariaman Dan Basreng Pedas Jeruk,Konsumsi,58000.0,Pengeluaran,BCA Virtual Account,Tangerang,Berhasil,iOS 17,titip satpam,,,,,,,,,,,,,,,,,
2/28/2023,12:16,Urut Tradisional Keseleo Sesuai Resep Dokter Kemarin,Kesehatan,14165.0,Pengeluaran,QRIS,Tangerang,Berhasil,Android 12,pake promo,,,,,,,,,,,,,,,,,
9/1/2022,08:24,Isi Gojek Goride Dan Grabcar Economy,Transportasi,14309.0,Pengeluaran,ShopeePay,Tangerang,Pending,iOS 16,pake promo,,,,,,,,,,,,,,,,,
,,Peci Maiyah Hitam Atas,Belanja,30000.0,,,,,,,TerusBerjalan.id Official,Kab. Bantul,100+ terjual,50+ ulasan,5.0,0.0,https://www.tokopedia.com/terusberjalan/peci-maiyah-hitam-atas-hijau,,,,,,,,,,
,,TTRacing Duo V4,Belanja,2159000.0,,,,,,,TTRacing Official Store,Surabaya,1 terjual,1 ulasan,5.0,0.0,https://www.tokopedia.com/ttracing/ttracing-duo-v4-gaming-chair-kittypuff-bunnybliss,,,,,,,,,,
,,makan es / deket kosan,Konsumsi,72000.0,Pengeluaran,,,,,,,,,,,,,a5f5773e-c86e-479f-a71f-f800ba7116a5,sssuuussuuunya basi ini gimana sih. sampe dibawa klinik disuntik 2x,1.0,2023-11-02T16:34:08.54967+07:00,,2.0,2023-11-02T06:12:52.611527Z,,,
6/21/2022,09:35,"Dari Client Luar, Dapat Bagi Hasil Bisnis Temen",Pendapatan,929039.0,Pemasukan,Dana,Surabaya,Berhasil,Android 13,buat laporan,,,,,,,,,,,,,,,,,
,,ADLEEVA - Your Dreamer,Belanja,102999.0,,,,,,,Adleeva,Bandung,10rb+ terjual,7000 ulasan,4.9,29.0,https://www.tokopedia.com/adleeva/adleeva-your-dreamer-moisturizer-official,,,,,,,,,,
8/2/2021,18:41,Nambal Gojek Goride,Transportasi,12476.0,Pengeluaran,Cash,Bogor,Berhasil,Android 14,,,,,,,,,,,,,,,,,,
,,Beli Aonijie Gaiters E941 Pelindung,Transportasi,175000.0,,,,,,,Peebee Store,Jakarta Utara,100+ terjual,50 ulasan,5.0,0.0,https://www.tokopedia.com/peebee/aonijie-gaiters-e941-pelindung-kaki-sepatu-lari-trail-running-hiking,,,,,,,,,,
,,MyBox Honey Mas Agus di abang-abang,Konsumsi,142000.0,Pengeluaran,,,,,,,,,,,,,696c5a7e-8014-4419-9792-98c1962612ad,"kurang manis, hambar",3.0,2020-02-01T15:36:24.683+07:00,,1.0,2020-01-31T12:46:21.333359Z,,,
5/13/2024,8:55,Pengeluaran Denda Tilang Polisi Lalu Lintas,Lain-lain,170000.0,Pengeluaran,Cash,,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
11/15/2022,22:16,Sewa Krl Commuter Line,Transportasi,32603.0,Pengeluaran,Transfer Bank,Surabaya,Berhasil,Android 12,pake promo,,,,,,,,,,,,,,,,,
,,beli scoop dekorasi dinding cermin,Belanja,69900.0,,,,,,,Scoop,Jakarta Utara,1 terjual,0 ulasan,5.0,0.0,https://www.tokopedia.com/discovery/cermin-dinding-aesthetic,,,,,,,,,,
,,Order Kalung emas tua,Investasi,4200000.0,,,,,,,Toko Emas Bandung Official,Kota Bandung,250+ terjual,50+ ulasan,5.0,0.0,https://www.tokopedia.com/find/kalung-emas-italy-santa,,,,,,,,,,
12/18/2023,16:49,"Me Time Berharga, Topup Langganan Disney+ Hotstar",Hiburan,64320.0,Pengeluaran,ShopeePay,Surabaya,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
,,Baseus Powerbank QPOW2 with,Transportasi,469000.0,,,,,,,ghanya,Jakarta,1 terjual,1 ulasan,5.0,0.0,https://www.tokopedia.com/search?q=Baseus+Powerbank+QPOW2+20000mAh,,,,,,,,,,
,,Acrylic Brush Holder Makeup,Kesehatan,37800.0,,,,,,,Makeup & Skincare tokopedia,Jakarta Utara,,,5.0,0.0,https://www.tokopedia.com/makeupskincaretokopedia/acrylic-brush-holder-makeup-kotak-tempat-brush-16-slot,,,,,,,,,,
1/26/2022,09:30,Cicil Biznet Home Fiber Mumpung Bulan Depan Lunas Amin,Tagihan,93657.0,Pengeluaran,ShopeePay,Bandung,Berhasil,Android 14,,,,,,,,,,,,,,,,,,
9/23/2023,12:47,Naik Flazz Bca Card Ke Mall Liat-Liat,Transportasi,13000.0,Pengeluaran,Gopay,SBY,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
1/23/2024,09:18,"Gak Dilihat-Lihat Lagi, Serok Bawah Saham Goto Bluechip",Investasi,1349893.0,Pengeluaran,Dana,Bekasi,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
12/8/2023,22:22,Transaksi Lainnya,,641000.0,Pengeluaran,Cash,SBY,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
5/22/2021,10:21,Bakar Uang Buat Konser Musik Indie Karena Sama Temen Kampus,Hiburan,31166.0,Pengeluaran,Dana,Bekasi,Berhasil,iOS 16,buat laporan,,,,,,,,,,,,,,,,,
8/23/2023,10:59,Pesen Seblak Jeletot Ceker Karena Via Ojol Promo,Konsumsi,54000.0,Pengeluaran,QRIS,Online,Pending,Android 13,,,,,,,,,,,,,,,,,,
9/21/2023,4:56,Saham Goto Bluechip Buat Masa Depan,Investasi,4205000.0,Pengeluaran,QRIS,JAKARTA,Berhasil,Android 12,jangan pedes,,,,,,,,,,,,,,,,,
9/15/2021,21:19,"Dari Client Luar, Dapet Rezeki Kerja Part-Time Kafe",Pendapatan,640929.0,Pemasukan,Transfer Bank,Online,Berhasil,Android 13,buat laporan,,,,,,,,,,,,,,,,,
,,ORIGINAL SANRIO LISENCE,Belanja,320000.0,,,,,,,Sanrio Official Store,Jakarta Barat,30+ terjual,10 ulasan,5.0,0.0,https://www.tokopedia.com/sanrio/original-sanrio-lisence-tempat-makan-bekal-makan-lunch-box-stainless-3-tingkat,,,,,,,,,,
15/04/2023,10:28,Tagihan Paylater Shopee Kemarin Dan Iuran Rt/Rw Komplek,Tagihan,230000.0,Pengeluaran,Gopay,JAKARTA,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
5/2/2023,15:30,Sedekah Admin Transfer Bank Beda Mendadak Butuh Cepat,Lain-lain,,Pengeluaran,QRIS,,Pending,iOS 17,ukuran XL,,,,,,,,,,,,,,,,,
,,Nasi Rawon yang lagi viral di pasar,Konsumsi,54000.0,Pengeluaran,,,,,,,,,,,,,32b4598d-44ec-4d00-8f66-a1087dd6dba7,Rawon nya asin bangettt,2.0,2021-06-28T20:31:39.306071+07:00,,3.0,2021-06-28T08:21:01.956273Z,,,
12/27/2022,22:58,Kartu Kredit Bca Everyday Via Mbanking Bca,Tagihan,98557.0,Pengeluaran,Dana,Jakarta,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
5/6/2021,18:55,"Sekali-Kali Boros, Bayar Vidio Premier Liga Inggris",Hiburan,175076.0,Pengeluaran,ShopeePay,Online,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
,,Checkout Go Pro Adventure Wijaya,Transportasi,54800.0,,,,,,,Go Pro Adventure,Kota Mojokerto,750+ terjual,750 ulasan,4.9,74.0,https://www.tokopedia.com/search?q=go+pro+adventure+wijaya+gm,,,,,,,,,,
4/29/2022,19:20,Joki Tugas Skripsi Udah Potong Pajak,Pendapatan,107899.0,Pemasukan,QRIS,Tangerang,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
,,Juice Alpukat Mbak Yanti pake Grab,Konsumsi,25000.0,Pengeluaran,,,,,,,,,,,,,56b765f2-00ef-4cfd-8629-69ade513f528,"ayamnya kurang matang, masih merah.",4.0,2021-12-04T08:38:52.671505+07:00,,5.0,2021-12-04T00:44:17.034639Z,,,
,,order azko alph resistance,Transportasi,107900.0,,,,,,,Azko Id,Kota Administrasi Jakarta Barat,500+ terjual,100+ ulasan,5.0,0.0,https://www.tokopedia.com/azko-id/azko-alph-resistance-band-8-shape,,,,,,,,,,
3/31/2021,19:23,Cair Uang Uang Angpao Imlek Dan Kerja Part-Time Kafe,Pendapatan,698136.0,Pemasukan,LinkAja,Tangerang,Berhasil,Android 14,,,,,,,,,,,,,,,,,,
21/08/2023,0:23,Transaksi Lainnya,,737000.0,Pengeluaran,OVO,Surabaya,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
4/19/2023,06:01,Dollar Cost Averaging Saham Tlkm Telkom Dan Reksadana Pasar Uang Bibit,Investasi,477453.0,Pengeluaran,LinkAja,Bandung,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
,,pesen paket kuah spesial di pinggir jalan,Konsumsi,47000.0,Pengeluaran,,,,,,,,,,,,,1d786df3-19b6-47a6-b743-be73f2249396,"jujur, kurang enak 🙏🏻",2.0,2023-03-31T23:41:57.375333+07:00,,1.0,2023-03-31T16:02:34.008509Z,CANNED_RESPONSE_TASTE,,
,,dimsum ayam pak min deket rumah,Konsumsi,63000.0,Pengeluaran,,,,,,,,,,,,,deb6477d-c790-4da8-b775-9f4385267f5f,"pesennya ayam tapi yang dateng udang:(((
ga kemakan soalnya alergi:((",5.0,2023-05-20T23:30:22.683418+07:00,,1.0,2023-05-20T15:43:18.382629Z,,,
5/14/2023,5:16,Transaksi Lainnya,,3580000.0,Pengeluaran,Cash,Tangerang,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
5/27/2023,07:59,Nambal Tol Dalam Kota,Transportasi,1062700.0,Pengeluaran,GOPAY,Bekasi,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
9/7/2023,17:55,Nongkrong Pesen Sate Padang Pariaman Lagi Di Warteg,Konsumsi,188000.0,Pengeluaran,Mandiri,Online,Berhasil,iOS 17,kembalian ambil aja,,,,,,,,,,,,,,,,,
5/14/2024,08:47,Topup Kereta Kai Eksekutif Di Spbu Pertamina,Transportasi,3771.0,Pengeluaran,Cash,Online,Pending,Android 12,,,,,,,,,,,,,,,,,,
8/21/2024,07:38,Naik Ojol Nyasar,Transportasi,10384.0,Pengeluaran,Cash,Jakarta,Pending,iOS 16,pake promo,,,,,,,,,,,,,,,,,
,,mie setan lv bu sari di shopeefood,Konsumsi,56000.0,Pengeluaran,,,,,,,,,,,,,74a7153a-bb24-4480-b048-ad29038bb972,"Tunggunya lama, rasa mienya berbau pengembang l, dan kemasan styrofoam bikin tumpah makanan, jg kemasan styrofoam ini susah didaur ulang. Terimakasih",3.0,2022-07-21T09:43:49.938653+07:00,,2.0,2022-07-19T05:19:05.378123Z,CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_TASTE CANNED_RESPONSE_ORDER,,
13/11/2023,2:17,"Biar Gak Mati Lampu, Setor Kredit Motor Beat",Tagihan,968000.0,Pengeluaran,Mandiri,Online,Gagal,Android 12,,,,,,,,,,,,,,,,,,
4/12/2023,22:29,Benerin Ember Cucian Baru Kos Putra Bebas,Tempat Tinggal,148878.0,Pengeluaran,GOPAY,Tangerang,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
,,Order MIYAKO Kompor Gas 2,Belanja,309000.0,,,,,,,CANDI ELEKTRONIK,Kota Surakarta,10 terjual,0 ulasan,5.0,18.0,https://www.tokopedia.com/candielektronik/miyako-kompor-gas-2-tungku-kg-302-c,,,,,,,,,,
2/13/2023,20:29,Ngelunasin Paylater Shopee Kemarin Pas Otomatis Potong Saldo,Tagihan,337000.0,Pengeluaran,GOPAY,tangsel,Gagal,Android 13,,,,,,,,,,,,,,,,,,
,,beli menbox eau de parfum,Belanja,47900.0,,,,,,,Vienna Beauty Indonesia,Jakarta,250+ terjual,250 ulasan,4.4,9.6,https://www.tokopedia.com/vienna-beauty/menbox-eau-de-parfum-pria-100ml,,,,,,,,,,
10/24/2021,08:48,Ongkos Bensin Pertalite Spbu,Transportasi,5339.0,Pengeluaran,Cash,Bogor,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
,,Shopeefood Big Beef Morgans Warung depan rumah,Konsumsi,25000.0,Pengeluaran,,,,,,,,,,,,,a7e21433-830e-4cc0-9807-79054fe3fb26,"mantep, sayang sayurnya habis.",5.0,2022-11-25T13:32:43.161119+07:00,,1.0,2022-11-24T14:13:37.475393Z,,,
11/1/2023,13:59,Beli Halodoc Spesialis Dalam,Kesehatan,30000.0,Pengeluaran,QRIS,Jakarta,Berhasil,iOS 16,titip satpam,,,,,,,,,,,,,,,,,
11/28/2022,22:52,Topup Portofolio Kripto Indodax Koin Solana Karena Target 1 Miliar Pensiun,Investasi,1904025.0,Pengeluaran,ShopeePay,Majalaya Core,Berhasil,iOS 17,pake promo,,,,,,,,,,,,,,,,,
,,checkout engine hood emblem pajero,Belanja,140000.0,,,,,,,Logo Variasi Toko,Jakarta Utara,1rb+ terjual,500 ulasan,4.9,0.0,https://www.tokopedia.com/p/engine-hood-emblem-pajero-sport-logo-pajero,,,,,,,,,,
9/25/2023,09:20,"Wajib Bulanan Kosan, Biaya Ember Cucian Baru",Tempat Tinggal,10426.0,Pengeluaran,QRIS,Online,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
12/6/2023,23:58,Self Reward Beli Tws Baseus Bowie Dan Sabun Mandi Lifebuoy Cair,Belanja,206000.0,Pengeluaran,GOPAY,,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
,,ayam geprek mamoka di mall,Konsumsi,142000.0,Pengeluaran,,,,,,,,,,,,,aecc1874-243a-49a3-9504-cd225c22854d,rasa enak. sering ada diskon jadi sering jadi pilihan pas pingin makan geprek. pilihan menu gepreknya juga banyak jadi bisa gonta-ganti lauk. sukses terus untuk dagangannya kak 👍,5.0,2021-10-24T11:04:29.211489+07:00,,3.0,2021-10-24T02:58:31.992605Z,CANNED_RESPONSE_FRESHNESS CANNED_RESPONSE_TASTE CANNED_RESPONSE_PORTION CANNED_RESPONSE_HYGIENE CANNED_RESPONSE_PACKAGING CANNED_RESPONSE_VALUE,,
12/28/2024,23:54,Bayar Travel Baraya Jakarta Bandung Dan E-Money Mandiri Kartu,Transportasi,7271.0,Pengeluaran,QRIS,Tangerang,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
,,checkout gelas kaca origami,Belanja,15000.0,,,,,,,Toko Gelas Estetik,Jakarta,100+ terjual,120 ulasan,4.9,10.0,https://www.tokopedia.com/search?q=gelas+origami+striped,,,,,,,,,,
9/30/2024,19:44,Dollar Cost Averaging Kripto Indodax Koin Solana Buat Tahan Jangka Panjang Aja,Investasi,298011.0,Pengeluaran,OVO,Bekasi,Berhasil,Android 14,pake promo,,,,,,,,,,,,,,,,,
,,Checkout KingMa Kabel Charger,Belanja,110000.0,,,,,,,Jakarta Barat Gadget,Jakarta Barat,2 terjual,2 ulasan,5.0,0.0,https://www.tokopedia.com/search?q=kingma+laptop+charger+type+c,,,,,,,,,,
1/12/2023,9:10,Cilor Maklor Depan Sd Porsi Kuli,Konsumsi,70000.0,Pengeluaran,Cash,Depok,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
10/14/2022,14:13,Beli Urut Tradisional Keseleo Gegara Sakit Perut Gak Karuan,Kesehatan,30023.0,Pengeluaran,LinkAja,Surabaya,Berhasil,iOS 17,buat laporan,,,,,,,,,,,,,,,,,
5/18/2023,18:05,Dapet Rezeki Cashback Ovo Paylater Dan Kerja Part-Time Kafe,Pendapatan,19582.0,Pemasukan,QRIS,Tangerang,Pending,iOS 17,pake promo,,,,,,,,,,,,,,,,,
,,Order Lemari Pakaian Kecil Minimalis,Belanja,475000.0,,,,,,,Furnindo Jaya,Jakarta Barat,50+ terjual,20 ulasan,4.8,0.0,https://www.tokopedia.com/search?st=product&q=Lemari+Pakaian+Kecil+Minimalis,,,,,,,,,,
1/24/2023,20:02,Alokasi Saham Tlkm Telkom,Investasi,4537000.0,Pengeluaran,ovo,jkt,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
6/5/2023,2:36,Sewa Main Timezone Kartu Dan Vidio Premier Liga Inggris,Hiburan,265000.0,Pengeluaran,GOPAY,SBY,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
4/18/2022,20:08,Beli Jamu Pegal Linu Sidomuncul Buat Jaga-Jaga Di Tas,Kesehatan,19886.0,Pengeluaran,Cash,Bogor,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
,,sorban almas kashmiri mumtaz,Transportasi,86541.0,,,,,,,Almas Official Store,Jakarta Pusat,5 terjual,5 ulasan,5.0,50.0,https://www.tokopedia.com/almas/sorban-almas-kashmiri-mumtaz-4031,,,,,,,,,,
,,checkout plafon pvc putih nat,Belanja,12000.0,,,,,,,pondok plafon pvc,Kota Bekasi,4.93rb+ terjual,5rb+ ulasan,4.9,0.0,https://www.tokopedia.com/pondokplafonpvc/plafon-pvc-putih-nat-polos-glossy-hoda,,,,,,,,,,
2/10/2024,13:22,Alhamdulillah Cair Nge-Mc Acara Kampus,Pendapatan,7910000.0,Pemasukan,GOPAY,Depok,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
,,Order Bantal Guling Comfy Central,Transportasi,119600.0,,,,,,,Central Foam,Jakarta Barat,3 terjual,0 ulasan,5.0,0.0,https://www.tokopedia.com/search?q=bantal+guling+comfy+central,,,,,,,,,,
,,beli cubic lemari pakaian,Belanja,727104.0,,,,,,,Cubic Home & Living,Kab. Tangerang,750+ terjual,120 ulasan,4.9,48.0,https://www.tokopedia.com/cubichomeliving/cubic-lemari-pakaian-minimalis-wardrobe-baju-luna-lpm-201,,,,,,,,,,
,,Order SORBAN MURAH SORBAN,Transportasi,10750.0,,,,,,,Toko Sorban,Kab. Bandung,1rb+ terjual,90 ulasan,4.8,0.0,https://www.tokopedia.com/search?q=sorban+arafat+putih+polos,,,,,,,,,,
,,Pesen Rendang Bungkus Khas Bandung,Konsumsi,32000.0,Pengeluaran,,,,,,,,,,,,,02d4cd36-0fb3-47b2-9389-b66a70ebc71a,"enak banget, dagingnya empukkk, mantull deh pokoknya 😍😍",5.0,2019-10-29T09:43:30.885+07:00,,1.0,2019-10-29T02:08:32.665888Z,,,
10/26/2023,08:13,Ngelunasin Biznet Home Fiber,Tagihan,43963.0,Pengeluaran,GOPAY,Depok,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
,,Beli Thai Tea Cabang Tangerang,Konsumsi,47000.0,Pengeluaran,,,,,,,,,,,,,a0e086ed-0898-4b82-8cc7-5ff8c7b7e065,order 2 bread coming with only 1 bread,4.0,2023-11-09T15:35:46.502419+07:00,,2.0,2023-11-08T08:40:43.335682Z,,,
10/29/2021,12:14,"Telat Sehari Kena Denda, Setor Kredivo Limit Baru",Tagihan,457237.0,Pengeluaran,Cash,Surabaya,Berhasil,iOS 16,buat laporan,,,,,,,,,,,,,,,,,
,,terlaris raket badminton c,Belanja,144000.0,,,,,,,Tokopedia Second Store,Indonesia,30 terjual,15 ulasan,4.6,0.0,https://www.tokopedia.com/search?st=product&q=raket+badminton+28+lbs,,,,,,,,,,
,,Checkout Setrika Philips HD1172,Belanja,79900.0,,,,,,,Toko Elektronik Bekasi,Kab. Bekasi,50+ terjual,0 ulasan,4.8,0.0,https://www.tokopedia.com/search?st=product&q=Setrika+Philips+HD1172+Original+Bekas,,,,,,,,,,
1/28/2023,23:13,Periksa Urut Tradisional Keseleo,Kesehatan,332000.0,Pengeluaran,BCA Virtual Account,tangsel,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
28/03/2023,11:52,Tws Baseus Bowie Di Shopee Mall,Belanja,992000.0,Pengeluaran,ovo,,Berhasil,Windows Web,,,,,,,,,,,,,,,,,,
12/29/2023,09:24,Bagi Hasil Bisnis Temen Lebih Dari Ekspektasi,Pendapatan,807198.0,Pemasukan,GOPAY,Tangerang,Berhasil,Android 12,pake promo,,,,,,,,,,,,,,,,,
12/9/2024,13:37,Cicil Paylater Shopee Kemarin Karena Sisa Setengah Lagi,Tagihan,1187158.0,Pengeluaran,LinkAja,Jakarta,Berhasil,Android 13,pake promo,,,,,,,,,,,,,,,,,
5/1/2024,14:49,Dollar Cost Averaging Koin Tokocrypto Tko Dan Saham Bbca Bank Bca,Investasi,2798000.0,Pengeluaran,OVO,Online,Berhasil,Android 13,,,,,,,,,,,,,,,,,,
5/28/2023,09:12,Spotify Family Plan Dapet Promo Murah,Hiburan,61442.0,Pengeluaran,GOPAY,Jakarta,Berhasil,Android 12,buat laporan,,,,,,,,,,,,,,,,,
3/27/2021,10:23,Pengeluaran Print Skripsi Berwarna Jilid,Lain-lain,4025.0,Pengeluaran,ShopeePay,Depok,Berhasil,iOS 17,pake promo,,,,,,,,,,,,,,,,,
5/5/2024,8:56,Hokben Simple Set Dekat Kosan,Konsumsi,198000.0,Pengeluaran,CASH,,Berhasil,iOS 17,,,,,,,,,,,,,,,,,,
8/8/2022,19:44,Bonus Jual Akun Ml Mythic Karena Buat Nabung Saham,Pendapatan,1365530.0,Pemasukan,LinkAja,Depok,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
12/25/2023,5:40,Keperluan Sewa Kosan Ac Bulanan Kos Putra Bebas,Tempat Tinggal,1803000.0,Pengeluaran,GOPAY,,Berhasil,Android 12,,,,,,,,,,,,,,,,,,
1/22/2024,06:21,Patungan Token Kosan Patungan Dan Galon Le Minerale Asli,Tempat Tinggal,-11497.0,Pengeluaran,Cash,Surabaya,Berhasil,Android 14,,,,,,,,,,,,,,,,,,
,,Order KABEL LISTRIK NYM 2x2.5x50Y,Tagihan,408000.0,,,,,,,Solution Electrical Cable,Kab. Tangerang,21 terjual,0 ulasan,5.0,0.0,https://www.tokopedia.com/solutionelectricalcable/kabel-listrik-nym-2x2-5x50y-favorite,,,,,,,,,,
8/25/2023,4:53,"Berat Tapi Wajib, Tagihan Air Pdam Bulanan",Tagihan,457000.0,Pengeluaran,GOPAY,tangsel,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
,,Beli Sarung Tangan Plastik Hand,Belanja,3061.0,,,,,,,Satu Keluarga,Tangerang,10rb+ terjual,1.2rb ulasan,4.8,83.0,https://www.tokopedia.com/satukeluarga/sarung-tangan-plastik-hand-glove-100pcs-c127,,,,,,,,,,
14/11/2023,9:57,Beli Saham Goto Bluechip Dan Reksadana Sucorinvest Equity,Investasi,2379000.0,Pengeluaran,Cash,Jakarta,Berhasil,iOS 16,,,,,,,,,,,,,,,,,,
